id,word,normalized_word,part_of_speech,countability,zh_definition,en_definition,examples_json,chinese_terms,cedict_gloss_tokens,english_content_tokens,shared_tokens,semantic_reasons,priority
20919,never mind,never mind,phrase,,沒關係；別在意,Used to tell someone not to worry about something or that it is not important.,"[{""english"": ""It's raining but never mind, I can still go."", ""chinese"": ""下雨也沒關係，我還是可以去。""}]",沒關係,doesn | matter,important | mind | never | tell | worry,,no_lexical_support_in_cedict_gloss,review
20921,nevertheless,nevertheless,adverb,,不过,(conjunctive) In spite of what preceded; yet.,[],不過,adjectival | anyway | back | cannot | however | merely | only | previous | than | topic,conjunctive | nevertheless | preceded | spite | what,,no_lexical_support_in_cedict_gloss,review
20959,newbie,newbie,noun,C,初学者,(Internet) A new user or participant; someone who is extremely new and inexperienced (to a game or activity). A beginner.,[],初學者,beginning | student,activity | beginner | extremely | game | inexperienced | internet | newbie | participant | user,,no_lexical_support_in_cedict_gloss,review
20960,newel,newel,noun,C,内核,(architecture) A central pillar around which a staircase spirals.,[],内核,computing | concept | core | doctrine | essence | fruit | geology | inner | kernel,architecture | around | central | newel | pillar | spirals | staircase,,no_lexical_support_in_cedict_gloss,review
20961,newel,newel,noun,C,内核,"(architecture) A sturdy pillar at the top or bottom of a flight of stairs, supporting the handrail.",[],内核,computing | concept | core | doctrine | essence | fruit | geology | inner | kernel,architecture | bottom | flight | handrail | newel | pillar | stairs | sturdy | supporting,,no_lexical_support_in_cedict_gloss,review
20966,news media,news media,noun,U,报纸,All the various forms of communicating news to the public collectively.,[],报纸,newspaper | newsprint | zhang,collectively | communicating | forms | media | news | public | various,,no_lexical_support_in_cedict_gloss,review
20968,newsgathering,newsgathering,noun,U,新闻学,(broadcasting) The collection of information related to current events.,[],新闻學,journalism,broadcasting | collection | current | events | information | newsgathering | related,,no_lexical_support_in_cedict_gloss,review
20973,newsstand,newsstand,noun,C,便利商店,"An open stall, often on a street, where newspapers and magazines are on sale to the public.",[],便利商店,convenience | store,magazines | newspapers | newsstand | open | public | sale | stall | street,,no_lexical_support_in_cedict_gloss,review
20981,nexus,nexus,noun,C or U,中心,A centre or focus of something.,[],中心,center | core | heart,centre | focus | nexus,,no_lexical_support_in_cedict_gloss,review
20992,nice,nice,exclamation,,好玩儿,Used to signify approval.,[],好玩儿,erhua | variant,approval | nice | signify,,no_lexical_support_in_cedict_gloss,review
20994,niche,niche,noun,C,狗屋,"(architectural element) A cavity, hollow, or recess, generally within the thickness of a wall, for a statue, bust, or other erect ornament.",[],狗屋,kennel,architectural | bust | cavity | element | erect | generally | hollow | niche | ornament | recess | statue | thickness | wall | within,,no_lexical_support_in_cedict_gloss,review
20995,niche,niche,noun,C,狗屋,(ecology) A function within an ecological system to which an organism is especially suited.,[],狗屋,kennel,ecological | ecology | function | niche | organism | suited | system | within,,no_lexical_support_in_cedict_gloss,review
20996,niche,niche,noun,C,狗屋,"(by extension) Any position of opportunity for which one is well-suited, such as a particular market in business.",[],狗屋,kennel,business | extension | market | niche | opportunity | particular | position | well-suited,,no_lexical_support_in_cedict_gloss,review
21008,nifty,nifty,adjective,,典雅,"(colloquial, somewhat, _, dated) Good, smart; useful or beneficial, often in an impressively clever way.",[],典雅,elegant | refined,beneficial | clever | colloquial | dated | good | impressively | nifty | smart | somewhat | useful,,no_lexical_support_in_cedict_gloss,review
21016,nigh,nigh,adverb,,不久,"Almost, nearly.",[],不久,before | long | soon,almost | nearly | nigh,,no_lexical_support_in_cedict_gloss,review
21017,nigh,nigh,preposition,,旁边,near; close to,[],旁邊,adjacent | place | side,close | near | nigh,,no_lexical_support_in_cedict_gloss,review
21050,nincompoop,nincompoop,noun,C,傻子,(derogatory) A foolish or silly person. [from 16th c.],[],傻子,fool | idiot,derogatory | foolish | nincompoop | person | silly,,no_lexical_support_in_cedict_gloss,review
21062,ninny,ninny,noun,C,傻子,(informal) A silly or foolish person.,[],傻子,fool | idiot,foolish | informal | ninny | person | silly,,no_lexical_support_in_cedict_gloss,review
21083,nix,nix,verb,T,废除,To make something become nothing; to reject or cancel. [from 1903],[],废除,abolish | abrogate | repeal,become | cancel | make | nothing | reject,,no_lexical_support_in_cedict_gloss,review
65367,no,no,exclamation,,不；不是,used to give a negative answer,"[{""english"": ""No, I do not agree."", ""chinese"": ""不，我不同意。""}]",不是,blame | fault,answer | give | negative,,no_lexical_support_in_cedict_gloss,review
21091,no problem,no problem,exclamation,,没关系,No apology is necessary; think nothing of it (said in response to an expression of regret).,"[{""english"": ""No problem, I can wait."", ""chinese"": ""没关系，我可以等。""}]",没關系,doesn | matter,apology | expression | necessary | nothing | problem | regret | response | said | think,,no_lexical_support_in_cedict_gloss,review
21094,no way,no way,exclamation,,假話,(idiomatic) Absolutely not; under no circumstances. [from 18th c.],[],假話,misstatement | statement | untrue,absolutely | circumstances | idiomatic | under,,no_lexical_support_in_cedict_gloss,review
21097,no-nonsense,no-nonsense,adjective,,认真,"Practical, not tolerating from others or concerning oneself with anything silly or unimportant.",[],認真,conscientious | earnest | heart | serious | seriously | take,anything | concerning | no-nonsense | oneself | others | practical | silly | tolerating | unimportant,,no_lexical_support_in_cedict_gloss,review
66047,noble,noble,noun,C,貴族,a person belonging to the highest social class by birth or title,"[{""english"": ""The castle once belonged to a wealthy noble."", ""chinese"": ""這座城堡曾屬於一名富有的貴族。""}]",貴族,aristocracy | aristocrat | lord | nobility | nobleman | noblewoman,belonging | birth | class | highest | noble | person | social | title,,no_lexical_support_in_cedict_gloss,review
21114,nod,nod,verb,I,打瞌睡,(intransitive) To gradually fall asleep.,[],打瞌睡,doze,asleep | fall | gradually | intransitive,,no_lexical_support_in_cedict_gloss,review
21115,nod off,nod off,verb,I,打瞌睡,"(idiomatic, intransitive) To fall asleep, especially unintentionally.",[],打瞌睡,doze,asleep | fall | idiomatic | intransitive | unintentionally,,no_lexical_support_in_cedict_gloss,review
21135,nome,nome,noun,C,法律,A type of musical composition in Ancient Greece.,[],法律,tiao,ancient | composition | greece | musical | nome | type,,no_lexical_support_in_cedict_gloss,review
21136,nomenclature,nomenclature,noun,C or U,名称,A set of rules used for forming the names or terms in a particular field of arts or sciences.,[],名称,name | organization | thing,arts | field | forming | names | nomenclature | particular | rules | sciences | terms,,no_lexical_support_in_cedict_gloss,review
21142,nominee,nominee,noun,C,考生,"A person named, or designated, by another, to any office, duty, or position; one nominated, or proposed, by others for office or for election to office.",[],考生,been | candidate | exam | forward | name | student | whose,another | designated | duty | election | named | nominated | nominee | office | others | person | position | proposed,,no_lexical_support_in_cedict_gloss,review
21143,nomogram,nomogram,noun,C,算盘,(mathematics) A diagram in which the relationship between three variables is represented by a straight line or curve for each variable; the value of the third variable corresponding to particular values of the first two is obtained by drawing a straight line through the points on the first two curves that represent particular values of the first two variables and noting the point at which the line intersects the third line or curve.,[],算盘,abacus | plan | scheme,between | corresponding | curve | curves | diagram | drawing | each | first | intersects | line | mathematics | nomogram | noting | obtained | particular | point | points | relationship | represent | represented | straight | third | three | value | values | variable | variables,,no_lexical_support_in_cedict_gloss,review
21150,nonbeliever,nonbeliever,noun,C,无神论者,"a person who does not believe, especially regarding religion.",[],無神论者,atheist,believe | does | nonbeliever | person | regarding | religion,,no_lexical_support_in_cedict_gloss,review
21151,nonce,nonce,noun,C,指标,"(British, Ireland, pejorative) A sex offender, especially one who is guilty of sexual offences against children. [1975]",[],指标,computing | index | indicator | pointer | production | quota | sign | signpost | target,against | british | children | guilty | ireland | nonce | offences | offender | pejorative | sexual,,no_lexical_support_in_cedict_gloss,review
21152,none,none,pronoun,,没有,Not any of a given number or group.,"[{""english"": ""None of us is perfect."", ""chinese"": ""没有人是完美的。""}]",没有,doesn | exist | hasn | haven,given | group | none | number,,no_lexical_support_in_cedict_gloss,review
21157,nonprofessional,nonprofessional,adjective,,兴趣,Not professional; amateur.,[],兴趣,desire | hobby | interest | interested | know | thing,amateur | nonprofessional | professional,,no_lexical_support_in_cedict_gloss,review
21161,nonstop,nonstop,adverb,,老是,Without stopping; without interruption or break,[],老是,always,break | interruption | nonstop | stopping,,no_lexical_support_in_cedict_gloss,review
21162,nonviolence,nonviolence,noun,U,非暴力,"A philosophy that rejects the use of violence, and instead seeks to bring about change through peaceful responses even to violent acts.",[],非暴力,nonviolent,acts | bring | change | even | instead | nonviolence | peaceful | philosophy | rejects | responses | seeks | violence | violent,,no_lexical_support_in_cedict_gloss,review
21163,noob,noob,noun,C,初学者,"(Internet slang, chiefly, derogatory) A newb or newbie; refers to the idea that someone is new to a game, concept, or idea; implying a lack of experience. Also, in some areas the word noob can mean someone is obsessed with things.",[],初學者,beginning | student,areas | concept | derogatory | experience | game | idea | implying | internet | lack | mean | newb | newbie | noob | obsessed | refers | slang | some | things | word,,no_lexical_support_in_cedict_gloss,review
21168,nope,nope,particle,,令人 不快 的,"(informal, commonly, emphatic) No.",[],不快 | 令人,angry | cause | delighted | knife | make | sharp | spirits | unhappy,commonly | emphatic | informal | nope,,no_lexical_support_in_cedict_gloss,review
